entity:ID,name,type,frequency,:LABEL
3345,ACVR1B,Gene,8,Gene
3346,CNTF,Gene,8,Gene
3347,TRHR,Gene,6,Gene
3348,rs11549465,Mutation,50,Mutation
3349,rs4341,Mutation,4,Mutation
3350,rs7460,Mutation,8,Mutation
3351,rs2070802,Mutation,4,Mutation
3352,DYNLRB2,Gene,2,Gene
3353,Kartagener Syndrome,Disease,7,Disease
3354,ZMYND10,Gene,2,Gene
3355,rs17421511,Mutation,4,Mutation
3356,DNAH5,Gene,2,Gene
3357,CFAP52,Gene,2,Gene
3358,ODAD2,Gene,2,Gene
3359,rs10783485,Mutation,8,Mutation
3360,rs1800169,Mutation,4,Mutation
3361,rs1537516,Mutation,4,Mutation
3362,rs7832552,Mutation,6,Mutation
3363,rs1805086,Mutation,4,Mutation
3364,rs1800012,Mutation,6,Mutation
3365,Prostaglandin D2,Lipid,1,Lipid
3366,PTGDR2,Gene,1,Gene
3367,JUP,Gene,1,Gene
3368,IL3RA,Gene,2,Gene
3369,CLTC,Gene,2,Gene
3370,GTF2H5,Gene,3,Gene
3371,HMGCR,Gene,6,Gene
3372,"Lipodystrophy, Congenital Generalized",Disease,8,Disease
3373,UBIAD1,Gene,3,Gene
3374,RYR1,Gene,8,Gene
3375,FKBP1A,Gene,2,Gene
3376,CD40,Gene,5,Gene
3377,ARHGEF2,Gene,1,Gene
3378,COG2,Gene,9,Gene
3379,NFATC2,Gene,1,Gene
3380,Porencephaly,Disease,15,Disease
3381,MS4A6A,Gene,1,Gene
3382,HOXB5,Gene,2,Gene
3383,OLFM4,Gene,4,Gene
3384,TFAP2B,Gene,2,Gene
3385,KCNJ2,Gene,5,Gene
3386,rs12970134,Mutation,2,Mutation
3387,rs35594137,Mutation,2,Mutation
3388,rs987237,Mutation,2,Mutation
3389,rs8079702,Mutation,2,Mutation
3390,CNP,Gene,2,Gene
3391,DPYSL2,Gene,1,Gene
3392,HRAS,Gene,6,Gene
3393,rs11555236,Mutation,3,Mutation
3394,WWOX,Gene,17,Gene
3395,MAF,Gene,2,Gene
3396,APLP2,Gene,1,Gene
3397,LARP7,Gene,1,Gene
3398,DCTN6,Gene,6,Gene
3399,CLCA4,Gene,2,Gene
3400,GUCA2A,Gene,1,Gene
3401,MS4A12,Gene,1,Gene
3402,GUCA2B,Gene,1,Gene
3403,NXNL1,Gene,2,Gene
3404,MEG8,RNA,3,RNA
3405,CIRBP,Gene,2,Gene
3406,HADHB,Gene,1,Gene
3407,Acalculous Cholecystitis,Disease,7,Disease
3408,ZEB2,Gene,26,Gene
3409,CLDN4,Gene,2,Gene
3410,CMKLR1,Gene,1,Gene
3411,CCRL2,Gene,4,Gene
3412,CMKLR2,Gene,5,Gene
3413,MAPK3,Gene,2,Gene
3414,MAP2,Gene,6,Gene
3415,SENP2,Gene,2,Gene
3416,rs1799998,Mutation,2,Mutation
3417,ERN1,Gene,2,Gene
3418,Rhabdoid Tumor,Disease,6,Disease
3419,SLC4A1,Gene,2,Gene
3420,SLC4A3,Gene,1,Gene
3421,VAMP2,Gene,1,Gene
3422,STX1A,Gene,2,Gene
3423,BNIP3,Gene,9,Gene
3424,BNIP3L,Gene,6,Gene
3425,RAB7B,Gene,1,Gene
3426,RAB5A,Gene,1,Gene
3427,CYP4F2,Gene,1,Gene
3428,rs1883025,Mutation,1,Mutation
3429,rs9257445,Mutation,6,Mutation
3430,rs6060627,Mutation,2,Mutation
3431,BCL2L1,Gene,5,Gene
3432,rs2108622,Mutation,1,Mutation
3433,IL18,Gene,17,Gene
3434,Ionomycin,Lipid,5,Lipid
3435,ELK1,Gene,3,Gene
3436,EEF1A1,Gene,7,Gene
3437,CTSS,Gene,3,Gene
3438,FOXE1,Gene,5,Gene
3439,TTF2,Gene,2,Gene
3440,AURKB,Gene,2,Gene
3441,ZEB1,Gene,11,Gene
3442,SNAP23,Gene,1,Gene
3443,RPS6KB2,Gene,2,Gene
3444,DiGeorge Syndrome,Disease,10,Disease
3445,SLC25A1,Gene,2,Gene
3446,CIC,Gene,4,Gene
3447,MT-CO2,Gene,6,Gene
3448,ENPP2,Gene,4,Gene
3449,LPAR1,Gene,5,Gene
3450,INF2,Gene,5,Gene
3451,FHOD3,Gene,5,Gene
3452,TP53BP1,Gene,12,Gene
3453,F3,Gene,9,Gene
3454,ACO1,Gene,2,Gene
3455,SLC40A1,Gene,1,Gene
3456,ARID5B,Gene,2,Gene
3457,PLA2G4B,Gene,2,Gene
3458,ALOX15B,Gene,2,Gene
3459,PDCD4,Gene,1,Gene
3460,PRKCB,Gene,4,Gene
3461,REG4,Gene,4,Gene
3462,CYP46A1,Gene,1,Gene
3463,CERS1,Gene,8,Gene
3464,UCP3,Gene,6,Gene
3465,rs659366,Mutation,1,Mutation
3466,Uniparental Disomy,Disease,5,Disease
3467,PIGA,Gene,4,Gene
3468,TYR,Gene,9,Gene
3469,TNNT1,Gene,6,Gene
3470,FABP5,Gene,6,Gene
3471,rs1799983,Mutation,3,Mutation
3472,"Hepatitis, Autoimmune",Disease,19,Disease
3473,FTCD,Gene,3,Gene
3474,CINP,Gene,1,Gene
3475,DNM3,Gene,3,Gene
3476,LAMP2,Gene,5,Gene
3477,PVALB,Gene,1,Gene
3478,STN1,Gene,3,Gene
3479,FURIN,Gene,4,Gene
3480,Endodermal Sinus Tumor,Disease,4,Disease
3481,BCAT1,Gene,6,Gene
3482,IL6ST,Gene,3,Gene
3483,CDK7,Gene,4,Gene
3484,HOXA10,Gene,1,Gene
3485,STK17A,Gene,3,Gene
3486,NCF2,Gene,3,Gene
3487,NCF1,Gene,3,Gene
3488,"Diabetes, Gestational",Disease,25,Disease
3489,Hepatoblastoma,Disease,1,Disease
3490,ASPM,Gene,3,Gene
3491,TNFRSF25,Gene,4,Gene
3492,GLUD1,Gene,6,Gene
3493,rs2228001,Mutation,2,Mutation
3494,DDAH1,Gene,3,Gene
3495,"Auditory Diseases, Central",Disease,3,Disease
3496,CCR4,Gene,1,Gene
3497,NTNG1,Gene,2,Gene
3498,ISL1,Gene,2,Gene
3499,CREB3L4,Gene,2,Gene
3500,MT-ND2,Gene,2,Gene
3501,KLHL22,Gene,1,Gene
3502,Myoepithelioma,Disease,2,Disease
3503,OPTN,Gene,4,Gene
3504,rs4420638,Mutation,3,Mutation
3505,ATOH1,Gene,1,Gene
3506,SLC20A2,Gene,3,Gene
3507,HM13,Gene,3,Gene
3508,GNG2,Gene,7,Gene
3509,TNPO1,Gene,5,Gene
3510,NAT10,Gene,4,Gene
3511,SYNE1,Gene,2,Gene
3512,CLEC3B,Gene,3,Gene
3513,LTBP3,Gene,1,Gene
3514,SPATA18,Gene,1,Gene
3515,GALNT2,Gene,2,Gene
3516,PTPRC,Gene,3,Gene
3517,CASP6,Gene,2,Gene
3518,Proteostasis Deficiencies,Disease,33,Disease
3519,TBC1D10B,Gene,8,Gene
3520,RAB35,Gene,4,Gene
3521,TRAF6,Gene,6,Gene
3522,FASN,Gene,7,Gene
3523,METTL3,Gene,8,Gene
3524,GFRA2,Gene,6,Gene
3525,rs36196656,Mutation,5,Mutation
3526,NEDD4,Gene,1,Gene
3527,NEFH,Gene,3,Gene
3528,NRG3,Gene,5,Gene
3529,FBN2,Gene,3,Gene
3530,PIK3CA,Gene,7,Gene
3531,MMRN1,Gene,3,Gene
3532,CAMK1D,Gene,2,Gene
3533,CDC123,Gene,2,Gene
3534,rs12779790,Mutation,2,Mutation
3535,ZFAND2A,Gene,10,Gene
3536,AQP3,Gene,7,Gene
3537,OLA1,Gene,2,Gene
3538,TP53INP1,Gene,8,Gene
3539,CACNA1E,Gene,2,Gene
3540,AXL,Gene,14,Gene
3541,CCL4,Gene,3,Gene
3542,ELK4,Gene,1,Gene
3543,XPA,Gene,8,Gene
3544,XPC,Gene,7,Gene
3545,TIMM23,Gene,1,Gene
3546,MT-CO1,Gene,1,Gene
3547,MT-ND4,Gene,1,Gene
3548,SLC1A3,Gene,5,Gene
3549,SLC1A2,Gene,7,Gene
3550,Brain Stem Neoplasms,Disease,3,Disease
3551,MIR140,RNA,2,RNA
3552,HES1,Gene,5,Gene
3553,MIR424,RNA,3,RNA
3554,CCNE1,Gene,5,Gene
3555,rs4140564,Mutation,2,Mutation
3556,MAS1L,Gene,2,Gene
3557,KAT6B,Gene,1,Gene
3558,ACO2,Gene,3,Gene
3559,DAXX,Gene,4,Gene
3560,ATRX,Gene,3,Gene
3561,DEFB4B,Gene,4,Gene
3562,PCSK1,Gene,4,Gene
3563,RENBP,Gene,1,Gene
3564,KIR2DL4,Gene,7,Gene
3565,MBL2,Gene,3,Gene
3566,"Dermatitis, Phototoxic",Disease,5,Disease
3567,MAOB,Gene,5,Gene
3568,ITGA2B,Gene,1,Gene
3569,PIN1,Gene,39,Gene
3570,Dipeptides,Peptide,10,Peptide
3571,RUVBL1,Gene,4,Gene
3572,SORBS1,Gene,2,Gene
3573,EEF2,Gene,5,Gene
3574,RPL37A,Gene,1,Gene
3575,FN1,Gene,1,Gene
3576,"Adenoma, Basophil",Disease,2,Disease
3577,rs699,Mutation,2,Mutation
3578,TGM2,Gene,3,Gene
3579,rs1057519783,Mutation,2,Mutation
3580,ATXN1,Gene,3,Gene
3581,TBP,Gene,4,Gene
3582,ENHO,Gene,3,Gene
3583,FGF1,Gene,4,Gene
3584,rs1127379,Mutation,1,Mutation
3585,rs3803164,Mutation,1,Mutation
3586,WNT5B,Gene,1,Gene
3587,CEACAM3,Gene,24,Gene
3588,STOML2,Gene,2,Gene
3589,"Fatty Acids, Omega-6",Lipid,17,Lipid
3590,ABL2,Gene,3,Gene
3591,MARCHF8,Gene,2,Gene
3592,MIR29B1,RNA,1,RNA
3593,rs2075650,Mutation,6,Mutation
3594,NECTIN2,Gene,2,Gene
3595,FLNC,Gene,7,Gene
3596,rs746478952,Mutation,1,Mutation
3597,rs121909335,Mutation,1,Mutation
3598,TIGIT,Gene,2,Gene
3599,LAG3,Gene,3,Gene
3600,MIR203A,RNA,5,RNA
3601,MIR31,RNA,7,RNA
3602,MIR19B1,RNA,3,RNA
3603,KCNQ1OT1,RNA,2,RNA
3604,MIR760,RNA,1,RNA
3605,MIR126,RNA,5,RNA
3606,MIR34B,RNA,1,RNA
3607,GAS5,RNA,5,RNA
3608,APC,Gene,2,Gene
3609,PROX1,Gene,2,Gene
3610,MIR200B,RNA,3,RNA
3611,MIR212,RNA,3,RNA
3612,MIR184,RNA,7,RNA
3613,MIR195,RNA,3,RNA
3614,MIR199B,RNA,1,RNA
3615,MIR204,RNA,1,RNA
3616,Pentosephosphates,Carbohydrate,11,Carbohydrate
3617,Sugar Alcohols,Carbohydrate,3,Carbohydrate
3618,Sialic Acids,Carbohydrate,6,Carbohydrate
3619,Glycolipids,Carbohydrate;Lipid,5,Carbohydrate;Lipid
3620,Xylitol,Carbohydrate,7,Carbohydrate
3621,Trehalose,Carbohydrate,3,Carbohydrate
3622,Amino Sugars,Carbohydrate,1,Carbohydrate
3623,Isosorbide Dinitrate,Carbohydrate,13,Carbohydrate
3624,Pentosan Sulfuric Polyester,Carbohydrate,8,Carbohydrate
3625,Dehydroascorbic Acid,Carbohydrate,2,Carbohydrate
3626,Hexosamines,Carbohydrate,3,Carbohydrate
3627,OGT,Gene,4,Gene
3628,"Leukemia, Promyelocytic, Acute",Disease,14,Disease
3629,Fondaparinux,Carbohydrate,32,Carbohydrate
3630,Dalteparin,Carbohydrate,6,Carbohydrate
3631,PF4,Gene,2,Gene
3632,Chondroitin Sulfates,Carbohydrate,17,Carbohydrate
3633,Chondroitin,Carbohydrate,1,Carbohydrate
3634,SORD,Gene,1,Gene
3635,ST6GAL1,Gene,2,Gene
3636,Fucose,Carbohydrate,8,Carbohydrate
3637,Trisaccharides,Carbohydrate,4,Carbohydrate
3638,Keratan Sulfate,Carbohydrate,11,Carbohydrate
3639,Familial Mediterranean Fever,Disease,9,Disease
3640,Gangliosides,Carbohydrate;Lipid,40,Carbohydrate;Lipid
3641,Glycosuria,Disease,6,Disease
3642,Digitalis Glycosides,Carbohydrate,3,Carbohydrate
3643,Tobramycin,Carbohydrate,17,Carbohydrate
3644,Pyelonephritis,Disease,37,Disease
3645,PYCARD,Gene,1,Gene
3646,Cystinosis,Disease,16,Disease
3647,Hexosephosphates,Carbohydrate,4,Carbohydrate
3648,Mucopolysaccharidosis I,Disease,10,Disease
3649,Dermatan Sulfate,Carbohydrate,12,Carbohydrate
3650,Phytosterols,Lipid,8,Lipid
3651,G(M1) Ganglioside,Carbohydrate;Lipid,25,Carbohydrate;Lipid
3652,"Hypoxia-Ischemia, Brain",Disease,4,Disease
3653,G(M3) Ganglioside,Carbohydrate;Lipid,1,Carbohydrate;Lipid
3654,Rapeseed Oil,Lipid,10,Lipid
3655,Phosphatidylinositols,Lipid,12,Lipid
3656,"8,11,14-Eicosatrienoic Acid",Lipid,2,Lipid
3657,Linoleic Acid,Lipid,32,Lipid
3658,Acetic Acid,Lipid,2,Lipid
3659,Phosphatidylglycerols,Lipid,1,Lipid
3660,Glycosphingolipids,Carbohydrate;Lipid,23,Carbohydrate;Lipid
3661,CYP27B1,Gene,8,Gene
3662,Ceroid,Lipid,4,Lipid
3663,CD36,Gene,2,Gene
3664,Paresthesia,Disease,4,Disease
3665,Fluvastatin,Lipid,24,Lipid
3666,Menthol,Lipid,3,Lipid
3667,Myristic Acid,Lipid,1,Lipid
3668,Palm Oil,Lipid,5,Lipid
3669,Inositol Phosphates,Carbohydrate,5,Carbohydrate
3670,Thromboxane A2,Lipid,6,Lipid
3671,"15-Hydroxy-11 alpha,9 alpha-(epoxymethano)prosta-5,13-dienoic Acid",Lipid,3,Lipid
3672,Olive Oil,Lipid,5,Lipid
3673,PTGES,Gene,1,Gene
3674,Phospholipid Ethers,Carbohydrate;Lipid,1,Carbohydrate;Lipid
3675,Blood Platelet Disorders,Disease,64,Disease
3676,Glycerophospholipids,Lipid,17,Lipid
3677,rs56149945,Mutation,1,Mutation
3678,Leukocytosis,Disease,47,Disease
3679,Stearates,Lipid,2,Lipid
3680,LPL,Gene,12,Gene
3681,Duodenal Ulcer,Disease,10,Disease
3682,Misoprostol,Lipid,20,Lipid
3683,Coagulation Protein Disorders,Disease,21,Disease
3684,Alprostadil,Lipid,15,Lipid
3685,Dolichols,Lipid,5,Lipid
3686,Toxemia,Disease,2,Disease
3687,Cod Liver Oil,Lipid,5,Lipid
3688,Fats,Lipid,2,Lipid
3689,Dinoprost,Lipid,2,Lipid
3690,Hyperlipoproteinemia Type III,Disease,7,Disease
3691,Coronary Occlusion,Disease,17,Disease
3692,Anserine,Peptide,3,Peptide
3693,GLRX,Gene,4,Gene
3694,Insulin Detemir,Peptide,10,Peptide
3695,Glycopeptides,Carbohydrate;Peptide,3,Carbohydrate;Peptide
3696,Cholecystokinin,Peptide,1,Peptide
3697,Amoxicillin-Potassium Clavulanate Combination,Pharmaceutical Preparations,6,Pharmaceutical Preparations
3698,Mediastinal Diseases,Disease,3,Disease
3699,Panitumumab,Protein,5,Protein
3700,rs9527025,Mutation,3,Mutation
3701,rs8176719,Mutation,3,Mutation
3702,rs687621,Mutation,2,Mutation
3703,rs643434,Mutation,2,Mutation
3704,rs505922,Mutation,3,Mutation
3705,rs1800469,Mutation,1,Mutation
3706,rs371425292,Mutation,3,Mutation
3707,rs572842823,Mutation,2,Mutation
3708,rs1907240,Mutation,1,Mutation
3709,rs2257129,Mutation,1,Mutation
3710,rs61753924,Mutation,1,Mutation
3711,FXYD1,Gene,3,Gene
3712,rs2908007,Mutation,2,Mutation
3713,PLA2G7,Gene,8,Gene
3714,rs7756935,Mutation,2,Mutation
3715,rs1421368,Mutation,2,Mutation
3716,rs1805017,Mutation,5,Mutation
3717,rs4498351,Mutation,2,Mutation
3718,rs1514283,Mutation,1,Mutation
3719,rs4646155,Mutation,1,Mutation
3720,rs4646176,Mutation,1,Mutation
3721,rs2285666,Mutation,1,Mutation
3722,rs879922,Mutation,1,Mutation
3723,rs10636,Mutation,6,Mutation
3724,rs34778348,Mutation,3,Mutation
3725,rs4946936,Mutation,2,Mutation
3726,rs2253310,Mutation,3,Mutation
3727,rs398122403,Mutation,1,Mutation
3728,SYNJ1,Gene,4,Gene
3729,rs1060499619,Mutation,1,Mutation
3730,rs1286247510,Mutation,1,Mutation
3731,rs2431697,Mutation,10,Mutation
3732,rs77375493,Mutation,5,Mutation
3733,DCLRE1C,Gene,1,Gene
3734,rs1800625,Mutation,2,Mutation
3735,FOXP3,Gene,13,Gene
3736,rs13217795,Mutation,16,Mutation
3737,rs2764264,Mutation,12,Mutation
3738,rs28942074,Mutation,1,Mutation
3739,rs1173623580,Mutation,1,Mutation
3740,rs60431989,Mutation,1,Mutation
3741,rs13220810,Mutation,10,Mutation
3742,rs2066462,Mutation,2,Mutation
3743,rs9651118,Mutation,2,Mutation
3744,rs4846051,Mutation,1,Mutation
3745,rs55781031,Mutation,1,Mutation
3746,rs405509,Mutation,10,Mutation
3747,rs440446,Mutation,5,Mutation
3748,ABCC8,Gene,6,Gene
3749,rs2237982,Mutation,4,Mutation
3750,rs7105832,Mutation,2,Mutation
3751,rs9880404,Mutation,1,Mutation
3752,rs2735940,Mutation,1,Mutation
3753,rs1353828,Mutation,1,Mutation
3754,rs7712562,Mutation,1,Mutation
3755,rs2853669,Mutation,3,Mutation
3756,rs9814809,Mutation,1,Mutation
3757,rs2736098,Mutation,3,Mutation
3758,rs928874,Mutation,4,Mutation
3759,rs1788355,Mutation,4,Mutation
3760,ZBTB21,Gene,4,Gene
3761,rs9998212,Mutation,3,Mutation
3762,SPARCL1,Gene,7,Gene
3763,rs7695558,Mutation,4,Mutation
3764,SRD5A2,Gene,5,Gene
3765,rs10455872,Mutation,2,Mutation
3766,rs523349,Mutation,2,Mutation
3767,rs3798220,Mutation,2,Mutation
3768,rs12470143,Mutation,3,Mutation
3769,rs3772190,Mutation,5,Mutation
3770,rs16847897,Mutation,1,Mutation
3771,rs1130409,Mutation,2,Mutation
3772,DLX3,Gene,2,Gene
3773,rs1937,Mutation,2,Mutation
3774,rs704180,Mutation,15,Mutation
3775,rs73069071,Mutation,9,Mutation
3776,rs33939927,Mutation,1,Mutation
3777,rs1141718,Mutation,4,Mutation
3778,rs1205,Mutation,5,Mutation
3779,rs3093059,Mutation,2,Mutation
3780,Multifocal Choroiditis,Disease,7,Disease
3781,rs7488080,Mutation,2,Mutation
3782,rs2899470,Mutation,2,Mutation
3783,rs10046,Mutation,2,Mutation
3784,rs700518,Mutation,2,Mutation
3785,rs121909668,Mutation,1,Mutation
3786,rs2866943,Mutation,5,Mutation
3787,rs6029959,Mutation,5,Mutation
3788,PTPRT,Gene,5,Gene
3789,rs6929846,Mutation,6,Mutation
3790,rs2116519,Mutation,2,Mutation
3791,rs146021107,Mutation,2,Mutation
3792,rs1671021,Mutation,2,Mutation
3793,rs751478142,Mutation,1,Mutation
3794,rs1254004006,Mutation,1,Mutation
3795,HSPA9,Gene,1,Gene
3796,rs3740051,Mutation,1,Mutation
3797,rs2236319,Mutation,1,Mutation
3798,rs10823108,Mutation,1,Mutation
3799,rs1467568,Mutation,1,Mutation
3800,rs1157659,Mutation,2,Mutation
3801,rs11030094,Mutation,3,Mutation
3802,rs11030108,Mutation,3,Mutation
3803,ADRB2,Gene,2,Gene
3804,rs1042718,Mutation,1,Mutation
3805,rs1042719,Mutation,1,Mutation
3806,CFHR1,Gene,3,Gene
3807,rs6677604,Mutation,1,Mutation
3808,rs12273363,Mutation,1,Mutation
3809,rs925946,Mutation,1,Mutation
3810,rs1050187,Mutation,1,Mutation
3811,rs2203877,Mutation,1,Mutation
3812,rs11030104,Mutation,1,Mutation
3813,rs7934165,Mutation,1,Mutation
3814,rs908867,Mutation,1,Mutation
3815,rs1491850,Mutation,1,Mutation
3816,rs1157459,Mutation,1,Mutation
3817,rs4980329,Mutation,1,Mutation
3818,rs4646421,Mutation,1,Mutation
3819,rs4646422,Mutation,1,Mutation
3820,rs1048943,Mutation,1,Mutation
3821,rs4880,Mutation,1,Mutation
3822,IL36G,Gene,1,Gene
3823,rs11574311,Mutation,4,Mutation
3824,rs2725338,Mutation,2,Mutation
3825,rs1421085,Mutation,2,Mutation
3826,rs1800734,Mutation,5,Mutation
3827,rs749072,Mutation,5,Mutation
3828,rs13098279,Mutation,5,Mutation
3829,rs11850328,Mutation,2,Mutation
3830,rs2268614,Mutation,2,Mutation
3831,rs2522129,Mutation,1,Mutation
3832,rs2675231,Mutation,1,Mutation
3833,rs2389963,Mutation,1,Mutation
3834,rs376556895,Mutation,2,Mutation
3835,rs758439420,Mutation,3,Mutation
3836,rs4644,Mutation,1,Mutation
3837,LGALS3,Gene,3,Gene
3838,rs4652,Mutation,1,Mutation
3839,rs1009977,Mutation,1,Mutation
3840,MT-CYB,Gene,4,Gene
3841,rs445925,Mutation,1,Mutation
3842,TAS2R50,Gene,1,Gene
3843,rs20455,Mutation,1,Mutation
3844,rs1376251,Mutation,1,Mutation
3845,rs11327935,Mutation,2,Mutation
3846,rs33954691,Mutation,2,Mutation
3847,rs147373451,Mutation,1,Mutation
3848,rs11670799,Mutation,1,Mutation
3849,rs10408676,Mutation,1,Mutation
3850,rs141320511,Mutation,1,Mutation
3851,rs763602970,Mutation,1,Mutation
3852,rs115582213,Mutation,1,Mutation
3853,rs1043994,Mutation,2,Mutation
3854,rs10404382,Mutation,2,Mutation
3855,rs10423702,Mutation,2,Mutation
3856,rs1043997,Mutation,2,Mutation
3857,rs8192678,Mutation,2,Mutation
3858,rs5186,Mutation,2,Mutation
3859,AGTR1,Gene,4,Gene
3860,rs1127568,Mutation,2,Mutation
3861,rs7604576,Mutation,2,Mutation
3862,rs753529,Mutation,2,Mutation
3863,rs4669573,Mutation,2,Mutation
3864,rs10197851,Mutation,2,Mutation
3865,rs11711889,Mutation,2,Mutation
3866,rs1117750,Mutation,2,Mutation
3867,rs7908652,Mutation,2,Mutation
3868,rs11548779,Mutation,1,Mutation
3869,rs13048019,Mutation,1,Mutation
3870,rs63750526,Mutation,2,Mutation
3871,rs60369023,Mutation,1,Mutation
3872,CDA,Gene,5,Gene
3873,rs397721610,Mutation,1,Mutation
3874,rs2072671,Mutation,1,Mutation
3875,rs2245121,Mutation,2,Mutation
3876,rs911887,Mutation,2,Mutation
3877,rs6413520,Mutation,2,Mutation
3878,rs721917,Mutation,2,Mutation
3879,rs121434416,Mutation,1,Mutation
3880,PNPLA6,Gene,18,Gene
3881,rs121434415,Mutation,1,Mutation
3882,rs121913050,Mutation,3,Mutation
3883,rs121913049,Mutation,3,Mutation
3884,Retinal Dystrophies,Disease,10,Disease
3885,rs12272004,Mutation,6,Mutation
3886,rs3135506,Mutation,3,Mutation
3887,APOA5,Gene,3,Gene
3888,rs1805087,Mutation,2,Mutation
3889,rs3771362,Mutation,1,Mutation
3890,rs7595412,Mutation,2,Mutation
3891,rs1805007,Mutation,2,Mutation
3892,rs10040427,Mutation,1,Mutation
3893,rs72552732,Mutation,2,Mutation
3894,rs1805008,Mutation,2,Mutation
3895,rs1805009,Mutation,2,Mutation
3896,rs77300588,Mutation,1,Mutation
3897,rs774792831,Mutation,2,Mutation
3898,rs28383481,Mutation,1,Mutation
3899,rs11591147,Mutation,4,Mutation
3900,rs2230500,Mutation,2,Mutation
3901,PRKCH,Gene,2,Gene
3902,rs10507486,Mutation,1,Mutation
3903,rs4943794,Mutation,1,Mutation
3904,rs199951903,Mutation,2,Mutation
3905,MFSD11,Gene,1,Gene
3906,rs5351,Mutation,1,Mutation
3907,rs28940578,Mutation,5,Mutation
3908,rs28940579,Mutation,1,Mutation
3909,rs1204100257,Mutation,1,Mutation
3910,TGFBI,Gene,2,Gene
3911,"Corneal Dystrophies, Hereditary",Disease,10,Disease
3912,rs121909210,Mutation,1,Mutation
3913,rs1800730,Mutation,2,Mutation
3914,rs61754278,Mutation,1,Mutation
3915,rs104894139,Mutation,1,Mutation
3916,rs104893878,Mutation,2,Mutation
3917,PRPS2,Gene,3,Gene
3918,HEYL,Gene,6,Gene
3919,AIDS-Related Complex,Disease,19,Disease
3920,ELOVL2,Gene,3,Gene
3921,TOP1,Gene,4,Gene
3922,ETS1,Gene,2,Gene
3923,NONO,Gene,6,Gene
3924,OPRM1,Gene,1,Gene
3925,SH2B1,Gene,3,Gene
3926,Ginsenosides,Carbohydrate,14,Carbohydrate
3927,Craniofacial Abnormalities,Disease,16,Disease
3928,KDM5D,Gene,2,Gene
3929,rs7038172,Mutation,6,Mutation
3930,HSPB8,Gene,7,Gene
3931,RIOK2,Gene,4,Gene
3932,HS3ST4,Gene,5,Gene
3933,GDA,Gene,1,Gene
3934,GLP1R,Gene,10,Gene
3935,INHBE,Gene,13,Gene
3936,Retinal Neovascularization,Disease,13,Disease
3937,rs17415557,Mutation,2,Mutation
3938,Castor Oil,Lipid,2,Lipid
3939,GATA2,Gene,3,Gene
3940,SARM1,Gene,4,Gene
3941,GSDME,Gene,1,Gene
3942,IFIH1,Gene,3,Gene
3943,SLC9C1,Gene,4,Gene
3944,GNRHR,Gene,6,Gene
3945,Neurosyphilis,Disease,6,Disease
3946,Denys-Drash Syndrome,Disease,12,Disease
3947,GRIN3A,Gene,7,Gene
3948,"Lysosomal Storage Diseases, Nervous System",Disease,3,Disease
3949,TRIM16,Gene,5,Gene
3950,CLCA1,Gene,5,Gene
3951,PIK3R1,Gene,6,Gene
3952,Teriparatide,Peptide,25,Peptide
3953,PIWIL1,Gene,1,Gene
3954,Cardio-Renal Syndrome,Disease,16,Disease
3955,CREBBP,Gene,13,Gene
3956,GPR35,Gene,2,Gene
3957,"Glioma, Subependymal",Disease,1,Disease
3958,MAP3K5,Gene,10,Gene
3959,EDN1,Gene,4,Gene
3960,POLD1,Gene,15,Gene
3961,PTPN11,Gene,6,Gene
3962,SQSTM1,Gene,9,Gene
3963,ELP1,Gene,2,Gene
3964,Osteomalacia,Disease,58,Disease
3965,Pelizaeus-Merzbacher Disease,Disease,21,Disease
3966,RBFOX1,Gene,2,Gene
3967,CASZ1,Gene,4,Gene
3968,CENPF,Gene,5,Gene
3969,rs10830963,Mutation,6,Mutation
3970,TG,Gene,11,Gene
3971,LRRK1,Gene,3,Gene
3972,rs74315408,Mutation,2,Mutation
3973,DLGAP2,Gene,1,Gene
3974,Nocardia Infections,Disease,5,Disease
3975,VSIR,Gene,1,Gene
3976,CETN1,Gene,2,Gene
3977,HUWE1,Gene,4,Gene
3978,Postoperative Nausea and Vomiting,Disease,5,Disease
3979,PNPLA2,Gene,2,Gene
3980,rs12041331,Mutation,2,Mutation
3981,MYSM1,Gene,7,Gene
3982,C3,Gene,10,Gene
3983,"Sinus Arrest, Cardiac",Disease,4,Disease
3984,rs137854618,Mutation,2,Mutation
3985,SCN5A,Gene,1,Gene
3986,PARN,Gene,1,Gene
3987,ALOX12,Gene,3,Gene
3988,Polycythemia Vera,Disease,93,Disease
3989,GLIPR1,Gene,5,Gene
3990,DEPP1,Gene,2,Gene
3991,MEN1,Gene,7,Gene
3992,Intracranial Arterial Diseases,Disease,16,Disease
3993,GPX7,Gene,2,Gene
3994,"Myopathies, Nemaline",Disease,2,Disease
3995,Myotonia Congenita,Disease,8,Disease
3996,MCHR1,Gene,6,Gene
3997,FAM13A,Gene,12,Gene
3998,MIR532,RNA,2,RNA
3999,Churg-Strauss Syndrome,Disease,6,Disease
4000,Mycophenolic Acid,Lipid,19,Lipid
4001,PRNP,Gene,6,Gene
4002,rs121913529,Mutation,1,Mutation
4003,CTSZ,Gene,4,Gene
4004,rs113488022,Mutation,14,Mutation
4005,GPR39,Gene,3,Gene
4006,RAB11A,Gene,2,Gene
4007,"Alveolitis, Extrinsic Allergic",Disease,11,Disease
4008,rs121913483,Mutation,2,Mutation
4009,FGFR3,Gene,4,Gene
